,latitude,longitude,name,Address,Area,Cost for two,Cuisine,Hours,Ratings,Type,Votes,Food-choices
1758,22.5677540742,88.3507368341,Manthan Restaurant," 3, Waterloo Street, Esplanade, Kolkata",Esplanade,700," North Indian, Mughlai, Chinese",                                11 AM to 11 PM (Mon-Sun),2.8,Casual Dining,41 votes,"Ambience,Decor"
1759,22.5274603,88.3454491,Relish," 1/26, Rupchand Mukherjee Lane, Bhawanipur, Kolkata",Bhawanipur,150, Gujarati,                                10 AM to 8 PM (Mon-Sun),3,Quick Bites,8 votes,
1760,22.6933795,88.4638729,The North Cafe," 149/1, Sodepur Road, East Madhyamgram, Barasat, Kolkata",Barasat,500," Chinese, Fast Food",                                10:30 AM to 10 PM (Mon-Sun),3.2,Casual Dining,21 votes,
1761,22.5417,88.348505,Bhikaram Chandmal,,,,,,,,,
1762,22.4975973802,88.3754915847,Southern Spice & Bango China,,,,,,,,,
1763,22.6932978,88.4638445,PetPujo,,,,,,,,,
1764,22.6188046182,88.3799155802,Abar Khaboo," 26/42, Dum Dum Road, Near Chira More, Paikpara, Kolkata",Paikpara,300," Biryani, Chinese",                                11 AM to 10 PM (Mon-Sun),3.2,Quick Bites,10 votes,
1765,22.6341791031,88.4364487539,Tasty Taste,,,,,,,,,
1766,22.6310718674,88.3786519244,Keshari Veg,,,,,,,,,
1767,22.5834132043,88.4173401073,Nargis Restaurant," FE 8, Sector 3, Salt Lake","Sector 3, Salt Lake",700," Seafood, North Indian, Chinese, Indian",                                12:30 PM to 12:30 AM (Mon-Sun),3.2,Casual Dining,294 votes,"ChilliChicken,MuttonRara,MughlaiChicken,Momos,Noodles,ClearSoup,FriedRiceChicken"
1768,22.5956312,88.4165595,Gourmet Rasoi,,,,,,,,,"RajasthaniThali,ReshmiParatha,JeeraRice,DalMakhani,DumAloo,GatteKiSubzi"
1769,22.76719,88.375271,Raju's Phuchka Centre,,,,,,,,,
1770,22.6008981,88.4317804,Meat And Eat," BG-30, Krishnapur, Hanapara, Kestopur, Kolkata",Kestopur,500," Street Food, Italian",                                11 AM to 10:30 PM (Mon-Sun),2.6,Quick Bites,14 votes,
1771,22.5611112,88.3552241,Hotel Sidheshwari Ashram," 19, Rani Rashmohani Road, New Market Area, Kolkata",New Market Area,600," North Indian, Bengali",                                12 Noon to 10 PM (Mon-Sun),3.3,Casual Dining,14 votes,
1772,22.6518574,88.3708213,Lovely Dhaba,,,,,,,,,
1773,22.6105252,88.4006863,Eastern Sweets & Confectioner," P-140, Kalindi Housing State, Lake Town, Kolkata",Lake Town,100, Mithai,                                9 AM to 9:30 PM (Mon-Sun),3.1,Sweet Shop,7 votes,
1774,22.1959698,88.1697485,The Orient - Ffort Raichak," Ffort Raichak, Post Bag 1, Sarisa, South 24 Parganas, Falta, Kolkata","Ffort Raichak, Raichak",1500," Japanese, Thai, Chinese","                                12 Noon to 3:30 PM, 8 PM to 11 PM (Mon-Sun)",3.3,"Casual Dining,Bar",23 votes,
1775,22.5692856708,88.3605909348,Sri Hari Sweets," 84/3A, B.B. Ganguly Street, Bow Bazar, Kolkata",Bow Bazar,100, Mithai,                                7 AM to 12 Midnight (Mon-Sun),3.1,Sweet Shop,7 votes,
1776,22.5616848,88.3542153,China Town," 257, Deshapran Shashmal Road, Near Tollygunge Tram Depot, Tollygunge, Kolkata",Tollygunge,700," Chinese, North Indian, Rolls",                                12 Noon to 10:30 PM (Mon-Sun),2.9,Casual Dining,171 votes,"Noodles,GarlicChicken"
1777,22.5959272169,88.4158095717,New Silver Chimney," BF 37, Sector 1, Salt Lake","Sector 1, Salt Lake",700," Chinese, North Indian",                                12 Noon to 10:30 PM (Mon-Sun),2.2,Casual Dining,168 votes,"Noodles,HyderabadiChicken,MurghPatiala,LungFungSoup,MasalaKulcha"
1778,22.5858494,88.421796,Suruchi," Karunamoyee Bus Stand, Sector 2, Salt Lake","Sector 2, Salt Lake",400," North Indian, Chinese",                                12 Noon to 10 PM (Mon-Sun),2.8,Quick Bites,33 votes,
1779,22.5270699,88.3528092,Mrityunjay Ghosh & Sons," 80 D, Sarat Bose Road, Near Ballygunge Police Station, Bhawanipur, Kolkata",Bhawanipur,100, Desserts,                                7 AM to 9 PM (Mon-Sun),3.1,Dessert Parlor,29 votes,Radhaballavi
1780,22.7212044855,88.3462129533,Subham Food Corner," 89/115/2, D.N. Banerjee Road, Bangur Park, Rishra, Dist Hooghly Near Lakhotia Medical.",Belur,400," Chinese, Fast Food, North Indian, South Indian",                                11 AM to 10 PM (Mon-Sun),3.1,Quick Bites,19 votes,
1781,22.5773535942,88.3570292965,Rajasthan Guest House," 19, Zakaria Street, Bara Bazar, Kolkata",Bara Bazar,400," Rajasthani, North Indian","                                10 AM to 2:30 PM, 7 PM to 11 PM (Mon-Sun)",3.2,Casual Dining,26 votes,
1782,22.611971262,88.4109038115,Night Queen," 103, Bangur, Kolkata",Bangur,550," Chinese, North Indian",                                11 AM to 9:30 PM (Mon-Sun),2.4,"Bar,Casual Dining",15 votes,
1783,22.7614270408,88.3664321154,Hotel Ubique," 89, S.N. Banerjee Road, Barrackpore, Kolkata",Barrackpore,850," North Indian, Chinese",                                11 AM to 11 PM (Mon-Sun),3,Casual Dining,60 votes,
1784,22.5947042209,88.3705925569,Naba Malancha," 102A, Aurobindo Sarani, Hatibagan, Kolkata",Hatibagan,300," Chinese, North Indian",                                10 AM to 10 PM (Mon-Sun),3.5,Casual Dining,138 votes,"ChickenKaviraji,MuttonKosha,MuttonKaviraji,FishFry,ChilliChicken,FriedFish,FishFingers"
1785,22.5149945,88.3278941,Khirki Shri Hari Jalpan Shop," 128A, Block G, New Alipore, Kolkata",New Alipore,150, Street Food,                                4 PM to 10 PM (Mon-Sun),3.8,Quick Bites,107 votes,"DumAloo,SodaSikhanji,PapdiChaat,BatataPuri,BhelPuri,Papri,Shikanji"
1786,22.5751838,88.3908669,Why So Serious," P 58C, Near VIP Market Side Road, Kadapara, Phool Bagan, Kankurgachi, Kolkata",Kankurgachi,600," Cafe, Beverages, Italian, Chinese",                                11 AM to 11 PM (Mon-Sun),2.7,Cafe,38 votes,Pasta
1787,22.595651417,88.3226708695,Paul Sweets," 55/2, Chaterjee Para, Kadamtalla, Kadamtala, Howrah",Kadamtala,150, Mithai,                                8 AM to 10 PM (Mon-Sun),3,Sweet Shop,6 votes,
1788,22.6154898,88.4125062,Mx Corn," Diamond Plaza Mall, 1st Floor, 68 Jessore Road, Nagerbazar, Kolkata",Nagerbazar,150, Fast Food,                                11 AM to 9 PM (Mon-Sun),3,"Quick Bites,Kiosk",4 votes,
1789,22.5429461564,88.3609808609,Fork & Knife," Hotel Orion West Willows, 2 West Range, Park Circus Area, Kolkata",Park Circus Area,800," North Indian, Continental","                                7:30 AM to 11:30 PM (Mon),7:30 AM to 10:30 PM (Tue-Sun)",3.6,Casual Dining,29 votes,"Breads,Malpua,Rabri,ColdCoffee,VirginMojito,Mocktails,Chaat"
1790,22.625229,88.440309,Food is Love Kitchen,,,,,,,,,
1791,22.475248,88.400926,The Pool Cafe," First Floor, 2052,Chakgoria, Upohar Town Center, Garia, Kolkata",Garia,300, Cafe,                                11 AM to 11 PM (Mon-Sun),3,Cafe,4 votes,
1792,22.475248,88.400926,Chinese Cuisine,,,,,,,,,
1793,22.6269111,88.4341428,The French Loaf," 661/D, Banamali Ghosal Lane, Behala, Kolkata",Behala,350, Bakery,                                10 AM to 10 PM (Mon-Sun),3,Bakery,4 votes,"Croissants,ApplePie,Brownie,ChickenMayonnaiseSandwich,Cheesecake,Cappuccino,Donut"
1794,22.5666632,88.3532252,India Coffee House," 5, Bentick Street, Chandni Chowk, Kolkata",Chandni Chowk,300," Cafe, Tea",                                10:30 AM to 8 PM (Mon-Sun),3.1,Cafe,11 votes,
1795,22.588925,88.458926,Mamma's Bakery Point," A 801, Sunrise Greens, Gouranganagar, Ghuni, Rajarhat New Town, Kolkata",Rajarhat New Town,200, Bakery,                                9 AM to 8 PM (Mon-Sun),3.1,Bakery,9 votes,
1796,22.5458427,88.358087,Scarlet - Aauris," Aauris, 4, Robinson Street, Theatre Road, Kolkata","Aauris, Theatre Road",800," Cafe, Fast Food",                                10 AM to 11 PM (Mon-Sun),3.5,Cafe,61 votes,"Coffee,Mocktails"
1797,22.516952,88.3465874,The Green View Club," 84, Lake Market Area, Kolkata",Lake Market Area,550," North Indian, Chinese, Mughlai",                                11 AM to 11 PM (Mon-Sun),3,Casual Dining,69 votes,"TikkaButterMasala,CrispyChicken"
1798,22.7001050312,88.3817344531,Penguin Food Centre," 14, Nilgang Road, Near Sodepur Station, Sodepur, Kolkata",Sodepur,250," Mughlai, North Indian, Chinese",                                12 Noon to 10 PM (Mon-Sun),2.4,Casual Dining,35 votes,ChikenRoll
1799,22.5388521007,88.3641985059,Snacks Emporium," 2, Colonel Biswas Road, Park Circus Area, Kolkata",Park Circus Area,100," Fast Food, Street Food",                                11:30 AM to 10:30 PM (Mon-Sun),3,Quick Bites,6 votes,
1800,22.5824225,88.45006,Sher E Bengal," Street 30, Action Area I, Near DLF Building, Rajarhat New Town, Kolkata",Rajarhat New Town,150, North Indian,                                11 AM to 1 AM (Mon-Sun),3,Dhaba,4 votes,
1801,22.6125816014,88.3777201921,The Mini Five Star Restaurant," 67/1 A, B.T Road, Paikpara, Kolkata",Paikpara,400," North Indian, Chinese",                                10 AM to 11 PM (Mon-Sun),2.9,Quick Bites,4 votes,
1802,22.6125816014,88.3777201921,Annapurna Hotel and Restaurant,,,,,,,,,
1803,22.494118,88.389891,Capsicum SR The Best,,,,,,,,,
1804,22.5287749,88.3602817,Lucknow," 57/5, Ballygunge Circular Road, Ballygunge, Kolkata",Ballygunge,900," Lucknowi, Biryani, North Indian","                                12 Noon to 3 PM, 6 PM to 11 PM (Mon-Sun)",3.3,Casual Dining,65 votes,"Firni,MuttonBiryani,HandiBiryani"
1805,22.5387740645,88.3463634923,Eighty8+ Kafe," Ground Floor, 88, Chowringhee Road, HDFC Bank Building, Near PC Chandra, Elgin, Kolkata",Elgin,800," Cafe, Chinese, Mexican, Lebanese, Italian",                                8 AM to 12 Midnight (Mon-Sun),3.4,"Cafe,Casual Dining",124 votes,"KitKatShake,MixSaucePasta,Nachos,Noodles,CheeseCornBalls,Sizzler"
1806,22.516129,88.355681,Walia's,,,,,,,,,
1807,22.6295728329,88.3787431195,Chaplin Chinese Restaurant," 48/4B, B.T. Road, South Sinthi Bus Stop, Sinthi More, Sinthi, Kolkata",Sinthi,350," Chinese, North Indian, Fast Food",                                10 AM to 10 PM (Mon-Sun),2.4,Casual Dining,64 votes,"Noodles,Chowmein"
1808,22.5327993,88.3486361,Roll Street," 7/1, Paddapukur Road, Near Khalsa High School, Paddapukur, Kolkata",Paddapukur,200," Fast Food, Rolls, Indian",                                12 Noon to 11 PM (Mon-Sun),3.6,Quick Bites,62 votes,"SattuParatha,ManchurianRoll,ChocolateShake,PaneerTikkaRoll,FrenchFries,BakedBeans,CheeseChilliParatha"
1809,22.5436686,88.3562212,Paprika,,,,,,,,,
1810,22.5622028,88.3517849,Oceanic - The Peerless Inn," The Peerless Inn Hotel, 12, Jawaharlal Nehru Road, Esplanade, Kolkata","The Peerless Inn, Esplanade",2500," Continental, Seafood, North Indian, Chinese",                                7 AM to 11 PM (Mon-Sun),3.5,Fine Dining,136 votes,"Phirni,DumAloo,Kulfi,SeaFood,PalakMushroom,ShahiTukda"
1811,22.5579953,88.3545541,Super Pub," 30A, Mirza Ghalib Street, New Market Area, Kolkata",New Market Area,1195," North Indian, Chinese, Fast Food, Finger Food",                                12 Noon to 11 PM (Mon-Sun),3.3,"Bar,Casual Dining",37 votes,Beer
1812,22.7254668,88.3735926,Penguin Inn," 21, B.T. Road, Khardah, Kolkata",Khardah,450," Chinese, North Indian",                                11 AM to 10:30 PM (Mon-Sun),3,Casual Dining,135 votes,"ChilliChicken,TandooriChicken,MixedNoodles,MixedFriedRice"
1813,22.5926383204,88.3433637768,Shubham," 140/1, Salkia School Road, Opposite Ghas Bagan Maidan, Dobson Road, Howrah",Dobson Road,400, North Indian,                                11 AM to 11 PM (Mon-Sun),3.1,Casual Dining,19 votes,
1814,22.5425501026,88.3645676449,The Indian Chai,,,,,,,,,
1815,22.621335,88.414031,Henglu," 82A, Nager Bazar, Nagerbazar, Kolkata",Nagerbazar,350," North Indian, Chinese",                                10 AM to 10:30 PM (Mon-Sun),2.6,Casual Dining,12 votes,
1816,22.61553,88.432701,Cake It," BE 6, Rajarhat Road, Rajarhat New Town, Kolkata",Rajarhat New Town,550, Bakery,                                9 AM to 11 PM (Mon-Sun),3.7,Bakery,56 votes,
1817,22.4636986,88.3799538,Baraf," 1518, Garia Main Road, Near Kavi Nazrul Metro, Garia, Kolkata","The Last Metro, Garia",800," Chinese, North Indian, Continental",                                11 AM to 11 PM (Mon-Sun),3.2,"Casual Dining,Bar",114 votes,ChilliChickenDry
1818,22.515247,88.393495,Raga By 6 Ballygunge Place,,,,,,,,,
1819,22.623474,88.44058,Vian,,,,,,,,,
1820,22.5767768432,88.4337907657,Hi Brew - Hotel Senses,,,,,,,,,"WalnutBrownie,Rabri,Jalebi,PlainRice,LunchBuffet,Noodles,Mocktails"
1821,22.5133476839,88.3979547769,Shourav's," 184, Rajdanga Main Road, Narkelbagan, Kasba, Kolkata",Kasba,400, Chinese,                                12 Noon to 10 PM (Mon-Sun),3.3,Quick Bites,39 votes,"Momos,EggRoll,Chowmein,GravyNoodle"
1822,22.5423444886,88.3258573338,Sree Ma Hotel," 5, Kabithirtha Sarani",Kidderpore,200, North Indian,                                10 AM to 1 AM (Mon-Sun),2.9,Casual Dining,4 votes,
1823,22.5671305327,88.352124542,Esplanade Bar & Restaurant," 38, Bentinck Street, Esplanade, Kolkata",Esplanade,500," Chinese, Tibetan","                                12 Noon to 10 PM (Mon-Sat),Closed (Sun)",3,Casual Dining,10 votes,
1824,22.5430746,88.3520505,La Oriental Resto Bar," The Senator, 15, Camac Street Area, Kolkata",Camac Street Area,800," North Indian, Chinese",                                11 AM to 11 PM (Mon-Sun),3.2,Casual Dining,17 votes,
1825,22.517046,88.3523824,Kim Ling," 13, South Tangra Road, Tangra, Kolkata",Tangra,850, Chinese,                                12 Noon to 10 PM (Mon-Sun),3.6,Casual Dining,647 votes,"ChickenHoney,LemonChicken,ChickenThaiSoup,SweetCornSoup,SpringChicken,ChickenHakkaNoodles,GoldenFriedPrawns"
1826,22.5478792377,88.3915174752,Shun Li," 9B, Matheshwartala Road, Tangra, Kolkata",Tangra,700, Chinese,                                11 AM to 11 PM (Mon-Sun),3.3,Casual Dining,62 votes,Beer
1827,22.567566,88.352683,Haldiram & Sons Bhujiawala," 62, Bentinck Street, Bow Bazar, Kolkata",Bow Bazar,100, Mithai,                                8:30 AM to 9:30 PM (Mon-Sun),3,Sweet Shop,10 votes,
1828,22.5240933,88.3439314,Ghare Baire," 204, Harish Mukherjee Road, Near Sangam Beauty Parlour, Hazra, Kolkata",Hazra,400," Bengali, Bangladeshi",                                12 Noon to 11 PM (Mon-Sun),3.4,Casual Dining,40 votes,"MuttonDakBunglow,MuttonKasha,Luchi,VegThali"
1829,22.5416792,88.3845414,Bahula," 84/3, Topsia Road (South), Topsia, Kolkata",Topsia,1200," Chinese, North Indian",                                12 Noon to 11 PM (Mon-Sun),3.4,Casual Dining,20 votes,
1830,22.5608204,88.3669187,Hindmahal,,,,,,,,,
1831,22.4718157094,88.3099944144,Bhoj Kolkata," South End Trade Center, 8A Diamond Harbour Road, Thakur Pukur, Kolkata",Thakur Pukur,500," Bengali, Bangladeshi",                                11:30 AM to 10:30 PM (Mon-Sun),3,Casual Dining,5 votes,
1832,22.5846839736,88.3540041,Pandey Dhaba,,,,,,,,,
1833,22.546853,88.353222,Club 82," 5th Floor, Block A, 22, Camac Street, Westside Building, Camac Street Area, Kolkata","Pantaloons, Camac Street Area",2000, Finger Food,"                                3 PM to 12 Midnight (Mon, Tue, Wed, Thu, Sun), 3 PM...",3.2,Club,15 votes,
1834,22.599422,88.472053,Peter Platter Restaurant,,,,,,,,,
1835,22.5905965339,88.3204040676,Friend's Cabin," 16, Feet Road, Near Regent Gardens, Kestopur, Kolkata",Kestopur,300," Chinese, North Indian, Street Food",                                12 Noon to 10 PM (Mon-Sun),2.7,Casual Dining,10 votes,
1836,22.4844804831,88.3010412008,Indulgence," FD 11/4, Sector 3, Salt Lake","Sector 3, Salt Lake",300," Bakery, Desserts",                                10 AM to 10 PM (Mon-Sun),3.2,Bakery,23 votes,
1837,22.5673512803,88.352474235,Bangali Bhoj & Arfa Restaurant," 61, Bentick Street, Esplanade, Kolkata",Esplanade,300," Bengali, Indian",                                11 AM to 10 PM (Mon-Sun),3.1,Quick Bites,12 votes,
1838,22.4942836,88.3696491,Ajooba Biryani Junction," 1/11B/2, Kali Bari Lane, Jadavpur, Kolkata",Jadavpur,200," Biryani, Mughlai",                                12 Noon to 12 Midnight (Mon-Sun),3.4,Quick Bites,50 votes,"Chaap,ChickenKasha,MuttonKasha,MuttonBiryani,ChickenBiryani"
1839,22.5536311284,88.3598141,CRC," 30, Ripon Street, Taltala, Kolkata",Taltala,200, Fast Food,                                12 Noon to 12 Midnight (Mon-Sun),3.1,Quick Bites,13 votes,
1840,22.495887,88.361728,Go Chinese," 31, New Bikramghar, Jadavpur, Kolkata",Jadavpur,300, Chinese,"                                11 AM to 3 PM, 6 PM to 11 PM (Mon-Sun)",3.4,Quick Bites,28 votes,
1841,22.5017080437,88.357674703,Crossroads,,,,,,,,,"FrenchFries,HotDog"
1842,22.5390094118,88.3494530618,Yes! Momo," 24, Lee Road",Elgin,300, Tibetan,                                10:30 AM to 9 PM (Mon-Sun),2.5,"Quick Bites,Kiosk",26 votes,Momos
1843,22.5021747,88.3579285,Niu Eatz,,,,,,,,,
1844,22.5453475371,88.388180472,Ming Garden Chinese Restaurant," 50/2, Matheswartala Road, Tangra China Town, Tangra, Kolkata",Tangra,650, Chinese,                                12 Noon to 10:30 PM (Mon-Sun),3.4,Casual Dining,75 votes,"MongolianChicken,ChickenHoney,GoldenFriedPrawns,HakkaNoodles,ChickenThaiSoup,GarlicPepperChicken,Chowmein"
1845,22.5127050033,88.4000448883,Singhji's," 1644, Block GF 2, Rajdanga Main Road, Near Ruby Hospital, Kasba, Kolkata",Kasba,650," North Indian, Chinese",                                11 AM to 11 PM (Mon-Sun),2.7,Casual Dining,65 votes,TandooriChicken
1846,22.6096067,88.4137183,Paramparaa,,,,,,,,,"ChickenKasha,GarlicChicken,Noodles"
1847,22.6096067,88.4137183,Corporate Kitchen,,,,,,,,,
1848,22.5732332,88.3516711,Damur's Bar & Restaurant," 7, Ground and 2nd Floor, Old Court House Corner, Near Lalbazar Police Headquarters, Dalhousie BBD Bagh, Kolkata",Dalhousie BBD Bagh,750," North Indian, Chinese",                                11 AM to 10 PM (Mon-Sun),3.4,"Bar,Casual Dining",64 votes,"ThaiChicken,SweetCornSoup,TandooriChicken"
1849,22.541093,88.35044,Virgose - HHI," Hotel Hindusthan International, 235/1, A.J.C. Bose Road, Elgin, Kolkata","Hotel Hindusthan International, Elgin",1500," Chinese, Continental",                                4 PM to 12 Midnight (Mon-Sun),3.4,"Lounge,Pub",63 votes,Beer
1850,22.5677085625,88.3501584828,The Legacy Grill - The Lalit Great Eastern," The Lalit Great Eastern, 1, 2, 3, Old Court House Street, Dalhousie Square, Esplanade, Kolkata","The Lalit Great Eastern, Esplanade",4000, European,                                7 PM to 11 PM (Mon-Sun),3.9,Fine Dining,44 votes,"NewZealandLambChops,Risotto,LemonMeringueTart,EggDevils,GrilledTenderloin"
1851,22.5622028,88.3517849,On The Rox," 4B, Chowringhee Place, New Market Area, Kolkata",New Market Area,800, Finger Food,                                11 AM to 11:30 PM (Mon-Sun),2.7,Bar,12 votes,
1852,22.5380616,88.3443109,Tandoor Hut," 4/1, Shambhunath Pandit Street, Bhawanipur, Kolkata",Bhawanipur,450," Chinese, North Indian, Street Food",                                12 Noon to 10 PM (Mon-Sun),2.8,Casual Dining,15 votes,
1853,22.5676104184,88.3516008407,Rocks," 9, Waterloo Street, Esplanade, Kolkata",Esplanade,600," Continental, North Indian, Chinese",                                11 AM to 11 PM (Mon-Sun),3,Casual Dining,8 votes,
